Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
PNNV4AG52M677CIUE5WDTNGL,Torneta escultor metálica 18cm - ARTIST,,,,857137J,Herramienta de escultura para modelado y trabajos tridimensionales.,"Escultura y Modelado, Escultura y Modelado > Herramientas de escultura",Escultura y Modelado,,,,,,Physical good,,,,,,,Y,44.90,,N,,,,,,,1,,,,N,Y
Q3N4ID6E4TIGA4ZEG6BHN6KH,Transformer 613TF - MOLOTOW,,,,3479938,Material artístico de calidad para uso profesional y educativo.,"Rotuladores y Marcadores, Rotuladores y Marcadores > Marcadores de graffiti/street art",Rotuladores y Marcadores,,,,,,Physical good,,,,,,,Y,8.50,,N,,,,,,,0,,,,N,Y
JQNUYBA5SWG4D5QCBPSXU6RR,Transportador ángulos redondo 10cm,,,,N626838,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Transportadores de ángulos",Material de Oficina y Estudio,,,,,visible,Physical good,,,,,,,Y,1.35,,N,,,,,,,0,,,,N,Y
PIK7ECDOTVKH54BCLCPHVKUN,Travesaño 100,,Estándar,,952193F,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,9.70,,N,,,,,,,5,,,,N,Y
7XINFECCNLLPU5CGG74TKYRQ,Travesaño 110,,Estándar,,300729V,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,10.60,,N,,,,,,,5,,,,N,Y
CXPCXG35YL3MRKOTJZE3XUOJ,Travesaño 120,,Estándar,,6940438,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,11.60,,N,,,,,,,5,,,,N,Y
P2KMH6SUIHELE4THKO2QDKQH,Travesaño 130,,Estándar,,4030479,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,12.60,,N,,,,,,,1,,,,N,Y
EJ2NYIRSB3J7ROEYQI647RXU,Travesaño 140,,Estándar,,135037P,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,13.50,,N,,,,,,,12,,,,N,Y
6VWPO2NRYF5HO53UG2CC4NZ5,Travesaño 146,,Estándar,,8130302,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,12.30,,N,,,,,,,3,,,,N,Y
COY7ELA2LFGZKUKQLQ6VULQL,Travesaño 150,,Estándar,,133525N,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,14.15,,N,,,,,,,7,,,,N,Y
KCWPPGHCRPEH2MYFYHOLKSL2,Travesaño 160,,Estándar,,M110508,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.00,,N,,,,,,,9,,,,N,Y
N3V7ZYU2LBD5QMB3ARZWO3AM,Travesaño 170,,Estándar,,8664658,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.40,,N,,,,,,,5,,,,N,Y
UWY2SFK7XD4ZSDOR2TOFRV2S,Travesaño 180,,Estándar,,779641V,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,17.40,,N,,,,,,,6,,,,N,Y
ZREZFAYKHZPVUGQ6PLR5UCXN,Travesaño 195,,Estándar,,N970709,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,18.85,,N,,,,,,,6,,,,N,Y
WBEDWL3QGQUXCNCVA6ESTDRG,Travesaño 200,,Estándar,,B638530,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,19.35,,N,,,,,,,2,,,,N,Y
MTKOI5KLPWIVGNOPPBRWOIG6,Travesaño 220,,Estándar,,G794888,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,17.50,,N,,,,,,,3,,,,N,Y
TZ536Z4BXS2XHIIP3EEEMVZX,Travesaño 50,,Estándar,,J210319,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,4.50,,N,,,,,,,6,,,,N,Y
3KMMZDH5XQYBM4POJJUT5GXS,Travesaño 60,,Estándar,,9799481,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,4.50,,N,,,,,,,5,,,,N,Y
5K4C44WSMWZNKPO2CSTGPDGG,Travesaño 70,,Estándar,,255988G,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,6.75,,N,,,,,,,4,,,,N,Y
RBXHK6JEMF77NZGBFGQUPKKL,Travesaño 80,,Estándar,,V927122,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,7.70,,N,,,,,,,4,,,,N,Y
4DQTI2TLXFPCUNDSVPBGJP6B,Travesaño 90,,Estándar,,1887697,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,8.70,,N,,,,,,,8,,,,N,Y
ADPIE4AOIPG3LQJ56OXM4IXZ,Travesaño Corto 100 X2,,Estándar,,M489341,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,9.70,,N,,,,,,,12,,,,N,Y
USGBAGXJPXUMQRC2RTYPTZC3,Travesaño Corto 110 x2,,Estándar,,1688461,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,10.60,,N,,,,,,,3,,,,N,Y
VP75K6MOBURUAOT6LT6OF74P,Travesaño Corto 120 x2,,Estándar,,P246234,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,11.60,,N,,,,,,,2,,,,N,Y
CYJRUPQBOMCHDHLPELZNNY6T,Travesaño Corto 130 x2,,Estándar,,5217696,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,12.60,,N,,,,,,,5,,,,N,Y
ITEWZJIUHMUN35F2B5FOPOCW,Travesaño Corto 140 X2,,Estándar,,9281325,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,13.50,,N,,,,,,,4,,,,N,Y
YZIYHPLNILXXG3FUPP5RUJ6K,Travesaño Corto 146 x2,,Estándar,,Q577482,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,12.30,,N,,,,,,,7,,,,N,Y
MIBNSOL6GJBK4BYSD7GQYHYT,Travesaño Corto 150 X 2,,Normal,,213234N,,,,,,,,,Physical good,,,,,,,Y,14.15,,N,,,,,,,4,,,,N,Y
54M2ELAFFVNWQKD6KUTSH334,Travesaño Corto 160 X2,,Estándar,,E629519,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.00,,N,,,,,,,1,,,,N,Y
J43WDQUKDHYET4N5DEGNVQCD,Travesaño Corto 170 X2,,Estándar,,2332087,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,16.40,,N,,,,,,,3,,,,N,Y
OEHYESCZFZXKGUFQVGFOTDPV,Travesaño Corto 180 x2,,Estándar,,4960178,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,17.40,,N,,,,,,,3,,,,N,Y
PRHIGWV4DN2OPPXW6SMBR23J,Travesaño Corto 195 X2,,Estándar,,L481840,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,18.85,,N,,,,,,,1,,,,N,Y
CAO2KF4KI2M3FKT4O7R27LKY,Travesaño corto 90 x2,,Estándar,,D084652,,Papel y Soportes > Listones y Bastidores,Papel y Soportes > Listones y Bastidores,,,,,visible,Physical good,,,,,,,Y,8.70,,N,,,,,,,3,,,,N,Y
FENE5SK5IUPBY3QZKHA3ZQ6S,Tubo 5ml W&N professional S.1,,,,5054842,Material artístico de calidad para uso profesional y educativo.,"Acuarela, Acuarela > Cajas y accesorios para acuarela",Acuarela,,,,,,Physical good,,,,,,,Y,7.35,,N,,,,,,,0,,,,N,Y
TYZEVOV3WTCVHUBH2L5AOUVG,"Tubo Porta plano 8,5 (60-110)",,Normal,,C693777,,Herramientas y Accesorios,Herramientas y Accesorios,,,,,visible,Physical good,,,,,,,Y,18.65,,N,,,,,,,0,,,,N,Y
7UUH4ISBZKDSKJ537KMF6QJS,Tubo Porta planos 10 (75-130),,Normal,,7888004,,Herramientas y Accesorios,Herramientas y Accesorios,,,,,visible,Physical good,,,,,,,Y,29.45,,N,,,,,,,-1,,,,N,Y
JJSGSZYBRD7AF7EWAXIR22VJ,Tubo portaplanos Michel 64x10,,,,3678022,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Tubos portaplanos",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,12.00,,N,,,,,,,0,,,,N,Y
COMDO3XRSK33RSD45GM3DBUH,Tubo portaplanos Michel 64x8,,,,J280562,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Tubos portaplanos",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,8.50,,N,,,,,,,0,,,,N,Y
JICU67ZNTA3HNF5XVCOQLECY,Tubo portaplanos cartón Michel,,,,302467T,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Tubos portaplanos",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,4.85,,N,,,,,,,-1,,,,N,Y
3NXWDLQ7KPWO6FQUOJMXZLNM,Twin pump marker 224 - MOLOTOW,,,,Q234636,Material artístico de calidad para uso profesional y educativo.,"Rotuladores y Marcadores, Rotuladores y Marcadores > Marcadores de graffiti/street art",Rotuladores y Marcadores,,,,,,Physical good,,,,,,,Y,6.55,,N,,,,,,,0,,,,N,Y
UK2FKI2KUKLAOEOKT65VDX2O,UNIBALL_SIGNO_GOLD,,,,B093046,Bolígrafo Uniball Signo Gold con tinta metálica dorada para escritura decorativa y detalles artísticos.,"Material de Escritura, Material de Escritura > Bolígrafos",Material de Escritura,,,,4902778665190,visible,Physical good,,,,N,N,N,Y,2.55,,N,,N,,N,,,5,,,,N,Y
C35ZTKCZ2HNUDOV7PDQO56BO,UNIBALL_UNIPAINT_AZUL,,,,536404Z,,Rotuladores y Marcadores > Rotuladores,Rotuladores y Marcadores > Rotuladores,,,,4902778558669,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,0,,,,N,Y
KB3MI6KZDEWUSL5TPG2OMP4T,UNIBALL_UNIPAINT_DORADO,,,,3589225,,Rotuladores y Marcadores > Rotuladores,Rotuladores y Marcadores > Rotuladores,,,,,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,4,,,,N,Y
UKMC32OQNIOXLPYA7Y3JAN5J,UNIBALL_UNIPAINT_MARRÓN,,,,P255432,Material artístico de calidad para uso profesional y educativo.,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores de colores",Rotuladores y Marcadores,,,,,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,2,,,,N,Y
G2IOGWVM6R3TTWP5YFWSQBY2,UNIBALL_UNIPAINT_PLATA,,,,Y801549,,Rotuladores y Marcadores > Rotuladores,Rotuladores y Marcadores > Rotuladores,,,,,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,4,,,,N,Y
ZJOF2T6OD5TU5W7B2DXPYW64,UNIBALL_UNIPAINT_ROJO,,,,L289436,,Rotuladores y Marcadores > Rotuladores,Rotuladores y Marcadores > Rotuladores,,,,,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,4,,,,N,Y
SETJW2US22LMYLI4PVRVKYAH,UNIBALL_UNIPAINT_VERDE,,,,N973444,,Rotuladores y Marcadores > Rotuladores,Rotuladores y Marcadores > Rotuladores,,,,,,Physical good,,,,N,N,N,Y,4.10,,N,,N,,N,,,4,,,,N,Y
IE2UKKUMDLXS2DMCZKD2UB7A,UNIPIN_FINEBALL_BRUSH,,Normal,,E047266,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902792268032,,Physical good,,,,,,,Y,2.50,,N,,N,,N,,,-1,,,,N,Y
YLCL6IPXSKDNY7T7XRSOXQAS,UNIPIN_FINEBALL_N0.03NEGRO,,Normal,,6478625,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778230817,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,9,,,,N,Y
XSEUQXZM3WMSCWDETNP6V3GK,UNIPIN_FINEBALL_N0.1,,Normal,,3794320,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778915202,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,-3,,,,N,Y
WOOKVBTUPHZXYWKUPTJSQCD7,UNIPIN_FINEBALL_N0.3,,Normal,,535375N,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778915325,,Physical good,,,,N,N,N,Y,2.30,,N,,N,,N,,,4,,,,N,Y
W7UKZH2C4KB5X52X5MSNFTRI,UNIPIN_FINEBALL_N0.4,,Normal,,T413023,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778030783,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,2,,,,N,Y
XOHWAHWCACXDW62ZVYRFPHR4,UNIPIN_FINEBALL_N0.5,,Normal,,8945979,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778915387,,Physical good,,,,N,N,N,Y,2.30,,N,,N,,N,,,7,,,,N,Y
U7AV5YJH6UQ3CFZBNXWH2RTU,UNIPIN_FINEBALL_N0.5GRIS,,Normal,,3895862,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778230794,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,0,,,,N,Y
D37XLOHT436SWFA5FVHZHAOM,UNIPIN_FINEBALL_N0.5MARRON,,Normal,,E617292,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778230800,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,0,,,,N,Y
5JABVVS5CPZ2KUO3XDVRMYLT,UNIPIN_FINEBALL_N0.6NEGRO,,Normal,,507005Y,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778154625,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,-1,,,,N,Y
RIFF65UQ764KP5HZSZXCQCDZ,UNIPIN_FINEBALL_N0.8NEGRO,,Normal,,1447302,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778915448,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,18,,,,N,Y
476M2DQRR7LPIPSHNJQG2M3S,UNIPIN_FINEBALL_N0.9NEGRO,,Normal,,1487322,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,1,,,,N,Y
JJZN5ZSLCEOOYGJKQNMDMRDF,UNIPIN_FINEBALL_N1.0NEGRO,,Normal,,G073306,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778254745,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,21,,,,N,Y
JYWMFEDUNW2FGBY2BPLDR2AO,UNIPIN_FINEBALL_N1.2NEGRO,,Normal,,J377609,,"Material de Escritura > Bolígrafos y rotuladores, Tinta y Dibujo Técnico > Rotuladores técnicos",Material de Escritura > Bolígrafos y rotuladores,,,,4902778254776,,Physical good,,,,,,,Y,2.30,,N,,N,,N,,,24,,,,N,Y
T5W5G5PK433TZFD6CFTIPC7Y,UNI_PAINTMAKER_DORADO,,Normal,,905189T,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4902778558737,,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,0,,,,N,Y
VTQ4IVSGXBHJCI6GH2M4P3YX,UNI_PAINTMAKER_MARRÓN,,Normal,,X025529,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4902778558706,,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,0,,,,N,Y
RHRYZOKXTU3G33WITE3TLN7W,UNI_PAINTMAKER_PLATA,,Normal,,Z486205,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4902778558713,,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,-2,,,,N,Y
S63WWY7SH2FLYH3ZBNF4HEE4,UNI_PAINTMAKER_ROJO,,Normal,,Z973883,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4902778558690,visible,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,7,,,,N,Y
WVGXIRKN77R44LR2O3KS5XL4,UNI_PAINTMAKER_VERDE,,Normal,,7578117,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4902778558645,,Physical good,,,,N,N,N,Y,3.20,,N,,N,,N,,,-4,,,,N,Y
4XA4C3CFTASQA3QCPQRG2DY4,VALLEJO_ACRILICO_10_200ML,,Normal,,233711J,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220101,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
NE2P6OXGAOZK7BQDHELKK54X,VALLEJO_ACRILICO_10_500ML,,Normal,,662364L,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230100,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,5,,,,N,Y
Q6U2NAHUJBRW75HJXBJT6JBE,VALLEJO_ACRILICO_11_200ML,,Normal,,C009365,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220118,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,1,,,,N,Y
DGNKP3LR6X6JKJPXW4PPDJ53,VALLEJO_ACRILICO_11_500ML,,Normal,,943687B,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230117,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,0,,,,N,Y
3A7QAZMN6KZH5YAWZTGG4EEJ,VALLEJO_ACRILICO_12_1000ML,,Normal,,9367959,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551240123,,Physical good,,,,,,,Y,26.90,,N,,N,,N,,,0,,,,N,Y
U3WBIFW2EXJLIIYYBKFTEP5P,VALLEJO_ACRILICO_12_200ML,,Normal,,9454294,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220125,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,22,,,,N,Y
COFPFS7I45A3DQGQMXSNFZEZ,VALLEJO_ACRILICO_12_500ML,,Normal,,501478H,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230124,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,4,,,,N,Y
FMSDBOBM47LJR47ZTV6MZHUO,VALLEJO_ACRILICO_13_200ML,,Normal,,6162245,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220132,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,20,,,,N,Y
CVIWXFKQQJWYLE7SEQZU4I2T,VALLEJO_ACRILICO_13_500ML,,Normal,,5203220,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230131,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,4,,,,N,Y
QZMEL37ADHB7PPJLGMZJTFMY,VALLEJO_ACRILICO_14_200ML,,Normal,,526217D,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220149,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,2,,,,N,Y
NR4PVZTO4LMZAD6WMQKYPQRL,VALLEJO_ACRILICO_14_500ML,,Normal,,8138282,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230148,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,2,,,,N,Y
QGRVZWKCESRVWNB3JQUYA2WH,VALLEJO_ACRILICO_15_200ML,,Normal,,X637790,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220156,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,17,,,,N,Y
WAWJ2RHAR2TQQGE3WULTOOO7,VALLEJO_ACRILICO_15_500ML,,Normal,,N920887,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230155,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,2,,,,N,Y
H5KRIA6HMXHTBO3V4CEKZ55D,VALLEJO_ACRILICO_16_200ML,,Normal,,644336J,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220163,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,8,,,,N,Y
IVF47PJP4DUWKRP2KZTOBUL4,VALLEJO_ACRILICO_16_500ML,,Normal,,285901X,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230162,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,5,,,,N,Y
TFSOBYJHKFIEKZQIA6FKIH25,VALLEJO_ACRILICO_17_200ML,,Normal,,574071R,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220170,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,8,,,,N,Y
EPJICKUTT5D7ZECBARPF7LS4,VALLEJO_ACRILICO_17_500ML,,Normal,,5927633,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230179,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,8,,,,N,Y
YO6CJ7EYWBMWCWZB6EC3Y6FY,VALLEJO_ACRILICO_18_200ML,,Normal,,212540T,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220187,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,4,,,,N,Y
C6DQZPXYY7MA4A2FEO4QZ7EO,VALLEJO_ACRILICO_18_500ML,,Normal,,6804643,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230186,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,8,,,,N,Y
HQ5DDEKLZ7UFC3R3VX5PEAU5,VALLEJO_ACRILICO_19_200ML,,Normal,,877934W,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220194,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,1,,,,N,Y
MZYBPB5XJU6LPFVRGPDGXLYV,VALLEJO_ACRILICO_19_500ML,,Normal,,5898613,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230193,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,8,,,,N,Y
DLC6WF4AM77QO7BGAONBW4O4,VALLEJO_ACRILICO_1_200ML,,Normal,,8153557,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220019,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,3,,,,N,Y
RJYWZ537DYBFUKZM7GSERR7R,VALLEJO_ACRILICO_1_500ML,,Normal,,842409S,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230018,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,1,,,,N,Y
F5YJG7F6DCQCVEGV2QGPHYW4,VALLEJO_ACRILICO_20_200ML,,Normal,,677457M,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220200,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,9,,,,N,Y
HIPMGCRPEQKYJLVQXZUYUXUC,VALLEJO_ACRILICO_20_500ML,,Normal,,414172S,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230209,,Physical good,,,,,,,Y,16.15,,N,,N,,N,,,4,,,,N,Y
HVEU7XZWX7NKH5QQE5RTL433,VALLEJO_ACRILICO_21_200ML,,Normal,,H605891,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220217,,Physical good,,,,N,N,N,Y,8.70,,N,,N,,N,,,3,,,,N,Y
35YDD72VQIOABVC5XC6JGCOX,VALLEJO_ACRILICO_21_500ML,,Normal,,247549N,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230216,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,5,,,,N,Y
GRJL6XNSNBV3CSCFBL5JCHUN,VALLEJO_ACRILICO_22_1000ML,,Normal,,4052157,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551240222,,Physical good,,,,,,,Y,26.90,,N,,N,,N,,,2,,,,N,Y
PPZ5PAKBRJXASSCZ5QNM3XNV,VALLEJO_ACRILICO_22_200ML,,Normal,,327604P,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220224,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,19,,,,N,Y
I6CQO6RNKLRSAN5YKU2FSYQJ,VALLEJO_ACRILICO_22_500ML,,Normal,,4093819,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551230223,,Physical good,,,,N,N,N,Y,16.15,,N,,N,,N,,,8,,,,N,Y
O6QUGOTXWL43LZCIO2ZOVYUH,VALLEJO_ACRILICO_23_200ML,,Normal,,970585J,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,8429551220231,,Physical good,,,,,,,Y,8.70,,N,,N,,N,,,10,,,,N,Y
